StationId,Latitude,Longitude,Elevation,Name,CountryCode
US1COJF0215,39.6382,105.1291,1715.1,LITTLETON 6.2 WNW,US
US1COJF0216,39.4619,105.3646,2463.4,PINE 3.4 NNW,US
US1COJF0217,39.7736,105.0589,1647.1,DENVER 6.6 W,US
US1COJF0218,39.7609,105.1666,1690.1,GOLDEN 2.9 E,US
US1COJF0219,39.5807,105.1578,1850.1,TINY TOWN 3.6 ESE,US
US1COJF0220,39.5415,105.1863,2100.1,LITTLETON 10.2 WSW,US
US1COJF0221,39.7278,105.2123,1843.1,GOLDEN 1.9 SSE,US
US1COJF0222,39.4722,105.3913,2603.9,CONIFER 5.7 SW,US
US1COJF0223,39.7934,105.1879,1729.1,GOLDEN 3.1 NE,US
US1COJF0227,39.5891,105.1242,1745.9,LITTLETON 6.0 WSW,US
US1COJF0228,39.6726,105.2749,2201.9,GOLDEN 6.4 SSW,US
US1COJF0231,39.764,105.113,1672.1,WHEAT RIDGE 1.8 W,US
US1COJF0232,39.5753,105.0948,1720.0,LITTLETON 4.9 WSW,US
US1COJF0234,39.7995,105.221,1791.0,GOLDEN 2.9 N,US
US1COJF0235,39.5658,105.0902,1719.1,LITTLETON 5.0 SW,US
US1COJF0237,39.8822,105.1018,1644.1,WESTMINSTER 4.6 NW,US
US1COJF0240,39.8171,105.1774,1706.6,ARVADA 3.8 W,US
US1COJF0242,39.5798,105.1264,1773.9,LITTLETON 6.27 WSW,US
US1COJF0243,39.6012,105.3753,2485.0,EVERGREEN 3.8 SW,US
US1COJF0245,39.8379,105.1123,1716.0,ARVADA 2.7 NNW,US
US1COJF0247,39.7715,105.2294,1808.1,GOLDEN 1.2 NNW,US
US1COJF0250,39.7225,105.1796,1809.9,GOLDEN 3.1 SE,US
US1COJF0251,39.8502,105.1009,1686.2,ARVADA 3.3 NNW,US
US1COJF0252,39.7302,105.0987,1676.1,LAKEWOOD 1.9 NNW,US
US1COJF0253,39.685,105.091,1702.9,LAKEWOOD 1.4 SSW,US
US1COJF0255,39.5589,105.3588,2609.1,CONIFER 3.8 NW,US
US1COJF0256,39.8239,105.1823,1717.9,ARVADA 5.2 WNW,US
US1COJF0257,39.7894,105.2418,1915.1,GOLDEN 3.9 NNW,US
US1COJF0265,39.8203,105.1198,1652.9,ARVADA 0.7 W,US
US1COJF0266,39.6706,105.3535,2351.8,EVERGREEN 2.6 NNW,US
US1COJF0267,39.7738,105.3864,2660.9,GOLDEN 9.4 WNW,US
US1COJF0271,39.4708,105.3456,2481.1,PINE 3.6 NNW,US
US1COJF0273,39.6024,105.1109,1720.9,LITTLETON 5.2 W,US
US1COJF0276,39.8143,105.3945,2648.1,ASPEN SPRINGS 4.9 ESE,US
US1COJF0279,39.9074,105.3797,2682.8,PINECLIFFE 3.1 ESE,US
US1COJF0281,39.7674,105.2262,1805.0,GOLDEN 2.0 NNW,US
US1COJF0282,39.7157,105.0938,1684.0,LAKEWOOD 1.8 NE,US
US1COJF0285,39.7606,105.1471,1691.0,WHEAT RIDGE 2.7 WSW,US
US1COJF0289,39.7789,105.1225,1647.1,WHEAT RIDGE 1.3 WNW,US
US1COJF0290,39.7564,105.1468,1696.5,WHEAT RIDGE 2.8 WSW,US
US1COJF0294,39.7949,105.0718,1613.9,ARVADA 2.6 SE,US
US1COJF0296,39.892,105.1182,1666.0,WESTMINSTER 3.6 WNW,US
US1COJF0299,39.7716,105.088,1663.3,WHEAT RIDGE 0.6 ESE,US
US1COJF0312,39.698,105.2637,2278.4,GOLDEN 3.8 SW,US
US1COJF0313,39.6271,105.1176,1740.4,LITTLETON 6.3 NW,US
US1COJF0318,39.5839,105.3653,2403.0,EVERGREEN 3.6 SSW,US
US1COJF0319,39.685,105.3607,2368.0,EVERGREEN 2.8 NNW,US
US1COJF0320,39.8877,105.128,1679.4,WESTMINSTER 4.1 W,US
US1COJF0321,39.8784,105.1073,1658.4,WESTMINSTER 3.0 W,US
US1COJF0325,39.8227,105.1221,1650.5,ARVADA 0.8 W,US
US1COJF0326,39.6837,105.1222,1742.5,LAKEWOOD 0.9 SSW,US
US1COJF0327,39.831,105.1229,1692.2,ARVADA 1.1 NW,US
US1COJF0328,39.685,105.0654,1665.4,LAKEWOOD 2.7 ESE,US
US1COJF0330,39.7593,105.1684,1700.8,GOLDEN 2.9 ENE,US
US1COJF0331,39.8817,105.3903,2801.7,GOLDEN 12.5 NW,US
US1COJF0332,39.5403,105.0963,1692.9,LITTLETON 5.7 SW,US
US1COJF0333,39.6774,105.1367,1751.1,LAKEWOOD 1.7 SW,US
US1COJF0335,39.5886,105.1004,1720.6,LITTLETON 4.6 W,US
US1COJF0338,39.5722,105.1221,1763.6,KEN CARYL 0.6 WSW,US
US1COJF0340,39.6896,105.1417,1805.6,LAKEWOOD 1.5 WSW,US
US1COJF0341,39.8166,105.179,1709.9,ARVADA 3.8 W,US
US1COJF0343,39.7667,105.1142,1656.9,WHEAT RIDGE 0.9 WSW,US
US1COJF0345,39.7563,105.1316,1693.8,LAKEWOOD 4.3 NNW,US
US1COJF0346,39.627,105.0788,1659.0,LITTLETON 4.1 WNW,US
US1COJF0348,39.8091,105.1891,1749.6,ARVADA 4.4 W,US
US1COJF0350,39.8358,105.0459,1631.3,WESTMINSTER 3.2 S,US
US1COJF0352,39.7525,105.0832,1670.3,LAKEWOOD 4.3 NNE,US
US1COJF0354,39.7654,105.1005,1682.2,WHEAT RIDGE 0.6 S,US
US1COJF0355,39.7067,105.3477,2290.0,EVERGREEN 5.3 NNW,US
US1COJF0356,39.6374,105.3225,2186.0,EVERGREEN 1.1 ENE,US
US1COJF0359,39.6086,105.1397,1784.9,LITTLETON 6.6 W,US
US1COJF0360,39.4276,105.3074,2218.6,PINE 1.3 ENE,US
US1COJF0361,39.5932,105.0643,1672.4,LITTLETON 2.7 W,US
US1COJF0362,39.6071,105.0646,1667.6,LITTLETON 2.8 WNW,US
US1COJF0363,39.6079,105.0657,1666.0,LITTLETON 2.9 WNW,US
US1COJF0364,39.7056,105.1308,1755.6,LAKEWOOD 1.2 NW,US
US1COJF0365,39.7197,105.2472,2268.9,GOLDEN 2.1 SW,US
US1COJF0372,39.6478,105.0676,1668.5,DENVER 7.6 SW,US
US1COJF0376,39.618,105.1303,1756.0,LITTLETON 6.0 W,US
US1COJF0383,39.7148,105.3551,2277.8,EVERGREEN 6.2 NNW,US
US1COJF0384,39.8142,105.151,1691.0,ARVADA 2.4 WSW,US
US1COJF0386,39.5479,105.3913,2863.6,CONIFER 5.2 WNW,US
US1COJF0390,39.7077,105.1602,1882.4,LAKEWOOD 2.6 WNW,US
US1COJF0391,39.6982,105.0922,1692.6,LAKEWOOD 1.2 E,US
US1COJF0395,39.6244,105.3068,2358.5,EVERGREEN 2.0 ESE,US
US1COJF0397,39.6923,105.0915,1699.3,LAKEWOOD 1.2 E,US
US1COJF0398,39.8084,105.1115,1645.3,ARVADA 0.9 SSW,US
US1COJF0399,39.9055,105.0572,1613.3,WESTMINSTER 1.7 NNW,US
US1COJF0401,39.6286,105.14,1744.4,MORRISON 2.9 SE,US
US1COJF0402,39.6126,105.137,1768.8,KEN CARYL 2.9 NNW,US
US1COJF0403,39.5973,105.2959,2392.4,EVERGREEN 3.5 SE,US
US1COJF0404,39.5636,105.3236,2426.8,EVERGREEN 4.9 SSE,US
US1COJF0407,39.5566,105.2466,2419.2,ASPEN PARK 2.8 NNE,US
US1COJF0409,39.7575,105.1557,1698.7,GOLDEN 3.4 ENE,US
US1COJF0410,39.8713,105.0677,1652.6,WESTMINSTER 1.1 SW,US
US1COJF0412,39.8174,105.155,1686.8,ARVADA 2.6 W,US
US1COJF0413,39.575,105.0718,1680.4,LITTLETON 3.3 WSW,US
US1COJF0414,39.6209,105.1037,1712.7,LITTLETON 4.7 W,US
US1COJF0421,39.8481,105.1274,1707.5,ARVADA 2.2 NNW,US
US1COJF0424,39.6516,105.3357,2272.0,EVERGREEN 1.3 NNE,US
US1COJF0425,39.8959,105.3508,2368.6,GOLDEN 11.8 NW,US
US1COJF0426,39.808,105.0913,1636.5,ARVADA 1.2 SE,US
US1COJF0427,39.7961,105.0854,1622.5,ARVADA 2.1 SSE,US
US1COJF0428,39.7631,105.1211,1663.9,WHEAT RIDGE 1.4 WSW,US
US1COJF0430,39.8391,105.1178,1719.1,ARVADA 1.4 NNW,US
US1COJF0433,39.6176,105.344,2275.6,EVERGREEN 1.1 S,US
US1COJF0434,39.6393,105.3164,2166.5,EVERGREEN 1.4 ENE,US
US1COJF0435,39.6544,105.3791,2425.6,EVERGREEN 2.4 NW,US
US1COJF0439,39.5869,105.1655,1869.6,KEN CARYL 3.0 WNW,US
US1COJF0440,39.7196,105.2108,1875.7,GOLDEN 1.4 S,US
US1COJF0441,39.6813,105.1581,1835.2,LAKEWOOD 2.6 WSW,US
US1COJF0442,39.8284,105.1902,1745.3,ARVADA 4.5 W,US
US1COJF0444,39.8242,105.162,1688.0,ARVADA 2.9 W,US
US1COJF0445,39.7224,105.1712,1799.2,GOLDEN 2.6 ESE,US
US1COJF0448,39.6355,105.325,2216.5,EVERGREEN 0.9 E,US
US1COJF0451,39.8681,105.2265,1878.8,ARVADA 7.1 WNW,US
US1COJF0455,39.8084,105.1944,1742.5,ARVADA 4.7 W,US
US1COJF0456,39.8385,105.2014,1796.2,ARVADA 5.2 WNW,US
US1COJF0457,39.8488,105.1622,1740.7,ARVADA 3.5 WNW,US
US1COJF0458,39.6855,105.0723,1672.4,LAKEWOOD 2.3 ESE,US
US1COJF0462,39.9044,105.3568,2454.9,CRESCENT VILLAGE 2.3 SW,US
US1COJF0465,39.6878,105.279,2294.2,GOLDEN 4.9 SW,US
US1COJF0470,39.704,105.3854,2356.1,EVERGREEN 5.4 NNW,US
US1COJF0471,39.836,105.0792,1677.3,ARVADA 1.8 NE,US
US1COJF0473,39.7069,105.1338,1764.5,LAKEWOOD 1.3 NW,US
US1COJF0474,39.849,105.0706,1660.2,ARVADA 2.7 NE,US
US1COJF0475,39.8193,105.0999,1678.8,ARVADA 0.4 ESE,US
US1COJF0477,39.5597,105.0984,1711.8,LITTLETON 5.1 WSW,US
US1COJF0484,39.66,105.3404,2287.5,EVERGREEN 1.8 N,US
US1COJF0485,39.7601,105.0586,1661.8,WHEAT RIDGE 2.3 ESE,US
US1COJF0486,39.5813,105.1706,1886.4,KEN CARYL 3.2 W,US
US1COJF0488,39.7516,105.2255,1751.1,GOLDEN 1.0 NNW,US
US1COJF0489,39.5699,105.1173,1761.4,LITTLETON 5.7 WSW,US
US1COJF0495,39.8534,105.1029,1681.9,ARVADA 2.2 N,US
US1COJF0496,39.5486,105.0983,1675.5,LITTLETON 5.5 SW,US
US1COJF0497,39.7234,105.2378,2222.0,GOLDEN 1.6 SW,US
US1COJF0499,39.7832,105.0796,1638.3,WHEAT RIDGE 1.2 ENE,US
US1COJF0501,39.908,105.0565,1627.9,WESTMINSTER 1.9 N,US
US1COJF0502,39.758,105.1644,1703.2,GOLDEN 3.0 ENE,US
US1COJF0503,39.7695,105.1019,1658.4,WHEAT RIDGE 0.3 SSW,US
US1COJF0504,39.7942,105.1639,1700.8,ARVADA 3.6 WSW,US
US1COJF0510,39.6253,105.1211,1744.7,LITTLETON 6.1 WNW,US
US1COJF0511,39.8717,105.1052,1647.7,WESTMINSTER 3.0 WSW,US
US1COJF0512,39.7842,105.0766,1637.4,WHEAT RIDGE 1.4 ENE,US
US1COJF0513,39.8737,105.0578,1642.6,WESTMINSTER 0.6 SW,US
US1COJF0514,39.7494,105.144,1705.1,GOLDEN 3.9 E,US
US1COJF0518,39.6265,105.1167,1741.0,KEN CARYL 3.5 N,US
US1COJF0523,39.5582,105.3582,2607.3,CONIFER 4.1 NW,US
US1COJF0526,39.5701,105.0923,1726.1,LITTLETON 4.5 WSW,US
US1COJF0528,39.6883,105.1224,1732.5,LAKEWOOD 0.7 SW,US
US1COJF0530,39.5127,105.1637,2237.5,DEERMONT 1.2 ENE,US
US1COJF0532,39.85,105.1624,1741.6,ARVADA 3.6 NW,US
US1COJF0537,39.5873,105.2346,2270.8,MORRISON 5.4 SSW,US
US1COJF0544,39.7489,105.1488,1710.2,GOLDEN 3.6 E,US
US1COJF0546,39.7997,105.0916,1632.2,ARVADA 1.7 SSE,US
US1COJF0547,39.5266,105.2355,2548.1,ASPEN PARK 1.9 ENE,US
US1COJF0548,39.7596,105.059,1655.1,WHEAT RIDGE 2.3 ESE,US
US1COJF0550,39.6532,105.3035,2107.7,KITTREDGE 0.3 NW,US
US1COJF0551,39.5958,105.3419,2291.2,EVERGREEN 2.6 S,US
US1COJF0554,39.8673,105.2146,1862.3,ARVADA 6.6 WNW,US
US1COJF0555,39.8314,105.1023,1711.1,ARVADA 0.7 NNE,US
US1COJF0558,39.8833,105.1228,1693.5,WESTMINSTER 3.8 W,US
US1COJF0562,39.4779,105.2982,2614.6,CONIFER 2.9 S,US
US1COJF0563,39.7366,105.1922,1786.4,GOLDEN 1.2 E,US
US1COJF0564,39.8074,105.2999,2307.0,GOLDEN 6.5 NW,US
US1COJF0565,39.5986,105.3538,2341.8,EVERGREEN 2.5 SSW,US
US1COJF0566,39.6524,105.3039,2118.4,KITTREDGE 0.3 NW,US
US1COJF0569,39.6169,105.3364,2238.1,EVERGREEN 1.2 SSE,US
US1COJF0572,39.6017,105.0601,1663.6,LITTLETON 2.5 W,US
US1COJF0573,39.4961,105.2888,2589.9,CONIFER 1.8 SSE,US
US1COJF0575,39.3546,105.2383,2294.8,BUFFALO CREEK 2.4 SE,US
US1COJF0576,39.7174,105.0571,1648.4,LAKEWOOD 3.4 ENE,US
US1COJF0577,39.8661,105.21,1834.9,ARVADA 6.3 WNW,US
US1COJF0582,39.7996,105.0876,1635.9,ARVADA 1.8 SE,US
US1COJF0585,39.7608,105.0552,1663.6,WHEAT RIDGE 2.5 ESE,US
US1COJF0591,39.6279,105.1247,1739.2,LITTLETON 6.3 WNW,US
US1COJF0593,39.8507,105.15,1725.2,ARVADA 3.1 NW,US
US1COJF0596,39.549,105.3538,2677.4,CONIFER 3.5 NW,US
US1COJF0598,39.793,105.1241,1668.2,ARVADA 2.2 SSW,US
US1COJF0599,39.6453,105.3253,2322.3,EVERGREEN 1.2 NE,US
US1COJK0005,40.7289,106.2773,2479.9,WALDEN .37 ESE,US
US1COJK0007,40.8595,106.3132,2415.8,COWDREY,US
US1COJK0008,40.4386,106.1453,2681.9,RAND 2.1 ESE,US
US1COJK0010,40.4588,106.1776,2626.2,RAND .39 NNE,US
US1COJK0011,40.614,106.284,2506.1,RAND 12.3 NNW,US
US1COJK0016,40.9484,106.6071,2751.1,COWDREY 16.5 WNW,US
US1COJK0017,40.631,106.5884,2596.9,COALMONT 9.3 WNW,US
US1COJK0020,40.7338,106.2785,2462.8,WALDEN 0.3 NNE,US
US1COJK0023,40.6589,106.5781,2658.5,WALDEN 16.3 WSW,US
US1COJK0024,40.4418,106.3748,2711.5,COALMONT 9.3 SSE,US
US1COJK0025,40.7081,106.2544,2495.4,WALDEN 2.6 SE,US
US1COJK0028,40.9763,106.3942,2449.7,WALDEN 18.0 NNW,US
US1COJK0031,40.5213,106.0294,2731.3,GOULD 0.5 W,US
US1COJK0032,40.7299,106.2844,2471.3,WALDEN 0.2 WSW,US
US1COJK0036,40.7284,106.2806,2475.0,WALDEN 0.2 S,US
US1COKC0011,39.3094,102.2754,1274.1,BURLINGTON 0.4 NW,US
US1COKC0013,39.2958,102.2739,1271.0,BURLINGTON 0.5 S,US
US1COKC0014,39.4038,102.5381,1303.9,STRATTON 8 NE,US
US1COKC0017,39.2921,103.0631,1506.0,FLAGLER 0.25 SE,US
US1COKC0023,39.2993,102.2639,1268.9,BURLINGTON 0.55 SE,US
US1COKC0046,39.4753,102.436,1267.1,BURLINGTON 14.8 NW,US
US1COKC0048,39.2593,102.4842,1307.0,BURLINGTON 11.9 WSW,US
US1COKC0050,39.4915,102.8229,1382.0,LIBERTY 15 SW,US
US1COKC0052,39.4722,102.1625,1175.9,BURLINGTON 13 NE,US
US1COKC0058,39.4331,102.74,1371.0,SEIBERT 12 NE,US
US1COKC0070,39.2973,102.8816,1435.9,SEIBERT 0.5 NW,US
US1COKC0071,39.5487,102.5879,1286.0,LIBERTY 7.5 SE,US
US1COKC0074,39.2984,102.3535,1286.0,BURLINGTON 4.4 W,US
US1COKC0075,39.3603,103.0404,1481.0,FLAGLER 5NNE,US
US1COKC0076,39.2472,102.28,1281.1,BURLINGTON 4 S,US
US1COKC0077,39.2396,102.2892,1286.0,BURLINGTON 4.5 S,US
US1COKC0079,39.5305,103.0241,1452.1,ARIKAREE 11.4 S,US
US1COKC0080,39.4166,102.2036,1232.0,BURLINGTON 8.4  NNE,US
US1COKC0081,39.1948,103.118,1503.0,FLAGLER 7.2 SSW,US
US1COKC0083,39.2117,102.8792,1445.1,SEIBERT 6 S,US
US1COKC0084,39.3045,102.6089,1349.0,STRATTON .25 WNW,US
US1COKC0085,39.2927,103.0677,1513.0,FLAGLER .06 WNW,US
US1COKC0090,39.1586,102.2583,1271.9,BURLINGTON 11 S,US
US1COKC0096,39.3455,102.557,1321.0,STRATTON 3.8 NE,US
US1COKC0097,39.3818,102.4228,1280.2,BETHUNE 5.3 N,US
US1COKC0098,39.2712,102.6158,1363.1,STRATTON 2.5 SW,US
US1COKC0099,39.1206,102.6884,1410.0,STRATTON 14 SSW,US
US1COKC0106,39.2845,103.0576,1496.9,FLAGLER .7 SE,US
US1COKC0112,39.3017,102.9836,1425.9,FLAGLER 4.5 E,US
US1COKC0115,39.2582,102.2296,1257.0,BURLINGTON 4.0 SE,US
US1COKC0117,39.0876,102.3727,1303.9,BURLINGTON 16 SSW,US
US1COKC0118,39.307,102.2548,1264.9,BURLINGTON 0.9 E,US
US1COKC0119,39.5506,102.9097,1414.0,COPE 8.8 SSW,US
US1COKC0123,39.3046,102.6036,1342.9,STRATTON 0.1 N,US
US1COKC0125,39.2966,102.2752,1269.5,BURLINGTON 0.6 SSW,US
US1COKC0127,39.3046,102.5977,1342.3,STRATTON 0.3 ENE,US
US1COKC0130,39.2147,102.7857,1411.2,VONA 6.5 SSW,US
US1COKC0131,39.2972,103.0625,1508.2,FLAGLER 0.3 NNE,US
US1COKC0132,39.1274,102.9221,1479.2,SEIBERT 12.1 SSW,US
US1COKC0135,39.4745,102.299,1227.7,BURLINGTON 11.8 N,US
US1COKC0137,39.2145,102.2954,1282.9,BURLINGTON 6.4 SSW,US
US1COKC0138,39.4484,102.1117,1203.0,BURLINGTON 13.1 NE,US
US1COKC0139,39.3863,102.3718,1269.2,BURLINGTON 7.7 NW,US
US1COKC0141,39.5081,102.584,1279.6,STRATTON 14.2 N,US
US1COKC0143,39.1278,102.6745,1400.9,STRATTON 12.7 SSW,US
US1COKC0144,39.3729,102.1477,1221.3,BURLINGTON 8.1 NE,US
US1COKW0001,38.4331,102.5544,1182.9,EADS 12 ESE,US
US1COKW0002,38.3919,102.3874,1210.1,SHERIDAN LAKE 5.2 S,US
US1COKW0003,38.4846,102.7789,1286.0,EADS .32 NNE,US
US1COKW0004,38.4797,102.7735,1283.2,EADS .45 E,US
US1COKW0006,38.4873,103.1332,1388.1,HASWELL 3.5 NE,US
US1COKW0007,38.4532,103.1634,1386.8,HASWELL .07 NNW,US
US1COKW0010,38.4674,102.2807,1242.1,SHERIDAN LAKE .62 E,US
US1COKW0014,38.5437,102.1624,1221.9,TOWNER 6.7 NW,US
US1COKW0019,38.3349,103.3427,1286.9,ARLINGTON 0.1 SSE,US
US1COKW0021,38.2816,102.7941,1200.9,EADS 13.6 S,US
US1COKW0026,38.4846,102.7764,1286.3,EADS 0.3 NE,US
US1COKW0027,38.4641,102.291,1233.8,SHERIDAN LAKE 0.2 SE,US
US1COKW0028,38.4631,102.465,1188.7,BRANDON 2.1 WNW,US
US1COKW0029,38.2799,102.9501,1313.7,EADS 16.6 SW,US
US1COKW0037,38.4723,102.0779,1196.9,TOWNER 0.2 NE,US
US1COKW0038,38.4479,102.6746,1252.4,EADS 6.1 ESE,US
US1COKW0039,38.5266,103.1636,1400.3,HASWELL 5.1 N,US
US1COKW0042,38.3116,103.1666,1310.9,HASWELL 9.8 S,US
US1COKW0043,38.4819,102.7844,1288.4,EADS 0.3 W,US
US1COKW0044,38.4827,102.7975,1290.8,EADS 1.0 W,US
US1COLA0001,37.5441,103.4286,1395.1,KIM 20.9 NNW,US
US1COLA0002,37.1637,104.5,1883.1,TRINIDAD .4 S,US
US1COLA0003,37.091,104.534,2105.9,TRINIDAD 5.7 SSW,US
US1COLA0004,37.1767,104.1025,1702.0,TRINCHERA 9.8 NNW,US
US1COLA0005,37.2425,103.3512,1737.1,KIM .29 S,US
US1COLA0007,37.1488,104.5041,1945.8,TRINIDAD 1.4 S,US
US1COLA0008,37.2191,103.6116,1759.9,BRANSON 20.5 NE,US
US1COLA0009,37.1503,105.0386,2417.1,WESTON 10.5 W,US
US1COLA0010,37.1762,104.5126,1845.0,TRINIDAD .81 NW,US
US1COLA0012,37.3369,104.1084,1651.1,MODEL 7.9 ESE,US
US1COLA0013,37.212,104.7258,2208.0,BONCARBO 1.5 WSW,US
US1COLA0014,37.2361,104.8033,2296.1,BONCARBO 6.1 WNW,US
US1COLA0015,37.1392,103.4066,1705.1,KIM 7.8 SSW,US
US1COLA0017,37.3333,104.2783,1731.0,EARL .34 S,US
US1COLA0018,37.2528,104.3743,1756.0,TRINIDAD 9 NE,US
US1COLA0019,37.233,104.7183,2179.0,BONCARBO 1.7 NW,US
US1COLA0021,37.1392,103.4072,1704.1,KIM 10.9 SSW,US
US1COLA0025,37.3215,104.5838,1889.8,TRINIDAD 11.5 NNW,US
US1COLA0027,37.4084,104.654,1962.9,AGUILAR .05 NNW,US
US1COLA0033,37.3594,104.7687,2178.1,AGUILAR 7.0 WSW,US
US1COLA0035,37.2437,103.35,1734.0,KIM 0.2 SSE,US
US1COLA0037,37.2666,104.3166,1724.9,TRINIDAD AIRPORT,US
US1COLA0039,37.2279,104.4131,1802.0,TRINIDAD 6.3 NE,US
US1COLA0041,37.2181,104.7181,2194.9,BONCARBO 1.0 W,US
US1COLA0043,37.1742,104.5164,1864.2,TRINIDAD 0.7 NW,US
US1COLA0046,37.1698,104.5185,1839.5,TRINIDAD 0.7 W,US
US1COLA0048,37.1751,104.4726,1880.3,TRINIDAD 1.9 ENE,US
US1COLA0050,37.2192,104.8034,2273.8,WESTON 6.5 NNE,US
US1COLA0055,37.2058,104.66,2053.7,BONCARBO 2.4 ESE,US
US1COLA0057,37.2128,104.4927,1857.5,TRINIDAD 3.1 NNE,US
US1COLA0063,37.3268,104.1284,1632.8,MODEL 5.6 E,US
US1COLA0065,37.2638,104.3246,1736.8,TRINIDAD 11.9 ENE,US
US1COLA0066,37.2458,103.3555,1739.2,KIM 0.2 W,US
US1COLA0071,37.1751,104.4726,1880.3,TRINIDAD 1.9 ENE,US
US1COLA0072,37.6513,104.3243,1667.0,WALSENBURG 24.8 E,US
US1COLA0076,37.178,104.508,1846.5,TRINIDAD 0.7 N,US
US1COLA0077,37.7974,104.3019,1656.6,FOWLER 27.4 SSW,US
US1COLA0083,37.1109,104.2848,1779.7,TRINCHERA 14.7 WNW,US
US1COLA0085,37.346,104.575,1900.4,TRINIDAD 12.8 NNW,US
US1COLA0087,37.1056,104.5264,1960.2,TRINIDAD 4.5 SSW,US
US1COLA0088,37.1945,103.1289,1557.8,PRITCHETT 19.2 SW,US
US1COLA0090,37.1542,104.4986,1908.0,TRINIDAD 1.1 SSE,US
US1COLA0091,37.1844,104.6251,2040.0,BONCARBO 4.8 ESE,US
US1COLA0092,37.1705,104.5241,1874.8,TRINIDAD 1.0 W,US
US1COLG0001,40.8642,102.8747,1154.0,CROOK 3.7 W,US
US1COLG0002,40.6421,103.2376,1218.9,STERLING 1.8 NW,US
US1COLG0003,40.6825,103.4289,1346.9,STERLING 15WNW,US
US1COLG0004,40.6252,103.2238,1202.1,STERLING,US
US1COLG0005,40.6792,102.8384,1292.0,FLEMING 0.1 SE,US
US1COLG0006,40.7023,103.1945,1218.9,STERLING 3.7 NNE,US
US1COLG0007,40.7024,103.2005,1221.0,STERLING 5.2 N,US
US1COLG0008,40.6286,103.2269,1199.1,STERLING .3 NW,US
US1COLG0013,40.8685,102.8054,1132.0,CROOK 0.7 NNW,US
US1COLG0024,40.5689,102.7121,1259.1,HAXTUN 6.7 SW,US
US1COLG0030,40.6129,103.2291,1204.9,STERLING 2.7 SSW,US
US1COLG0031,40.8348,103.0177,1196.9,ILIFF 5.7 NNE,US
US1COLG0033,40.5376,102.8336,1296.9,FLEMING 10 S,US
US1COLG0035,40.6142,103.2283,1203.0,STERLING 2.6 SSW,US
US1COLG0044,40.6424,103.24,1219.8,STERLING 1.5 WSW,US
US1COLG0045,40.9036,102.9804,1233.8,PEETZ 8.0 ESE,US
US1COLG0048,40.8736,103.0571,1238.1,ILIFF 8.0 N,US
US1COLG0049,40.629,103.209,1200.3,STERLING 1.5 S,US
US1COLG0055,40.6609,103.2212,1214.9,STERLING 0.8 NNW,US
US1COLG0056,40.7595,103.0661,1170.7,ILIFF 0.1 NNW,US
US1COLG0059,40.6309,103.2047,1200.0,STERLING 1.5 SSE,US
US1COLG0060,40.6183,103.2157,1203.0,STERLING 2.3 S,US
US1COLG0061,40.5537,103.4859,1322.8,WILLARD 0.4 NW,US
US1COLG0065,40.7385,103.0567,1175.0,ILIFF 1.4 SSE,US
US1COLG0066,40.5863,102.8382,1303.0,FLEMING 6.6 S,US
US1COLG0067,40.8606,102.9614,1200.0,ILIFF 8.9 NE,US
US1COLG0068,40.6814,102.7406,1264.3,FLEMING 5.2 E,US
US1COLG0074,40.6118,103.2298,1164.0,STERLING 2.8 SSW,US
US1COLG0075,40.6262,103.2164,1202.1,STERLING 1.7 S,US
US1COLG0077,40.7019,103.2014,1221.9,STERLING 3.6 NNE,US
US1COLK0001,39.2573,106.3173,3037.9,LEADVILLE 1.4 WNW,US
US1COLK0003,39.2522,106.2924,3107.1,LEADVILLE 0.1 N,US
US1COLK0010,39.1601,106.2816,2959.0,LEADVILLE 6.3 S,US
US1COLK0011,39.2601,106.3237,3033.1,LEADVILLE 1.8 WNW,US
US1COLK0018,39.2513,106.3235,3023.9,LEADVILLE 1.6 W,US
US1COLK0019,39.2484,106.2891,3109.9,LEADVILLE 0.3 ENE,US
US1COLK0021,39.269,106.336,3007.2,LEADVILLE 2.7 NW,US
US1COLK0022,39.192,106.282,3052.0,LEADVILLE 3.8 S,US
US1COLK0025,39.2618,106.3231,3025.1,LEADVILLE 1.9 WNW,US
US1COLK0026,39.2535,106.2936,3095.9,LEADVILLE 0.5 N,US
US1COLK0027,39.0693,106.4365,2968.8,TWIN LAKES 3.1 WSW,US
US1COLK0028,39.2522,106.3006,3072.7,LEADVILLE 0.5 NW,US
US1COLK0029,39.072,106.4673,3035.8,TWIN LAKES 4.7 W,US
US1COLK0030,39.2386,106.3686,2934.0,LEADVILLE 4.0 W,US
US1COLK0032,39.1995,106.3653,2903.5,LEADVILLE 5.0 SW,US
US1COLN0001,39.5515,103.3247,1556.0,SHAW 2 E,US
US1COLN0002,39.2762,103.4907,1705.1,GENOA,US
US1COLN0003,39.1435,103.4921,1563.0,HUGO 1 NW,US
US1COLN0004,38.8313,103.477,1480.1,KARVAL 7.2 NNE,US
US1COLN0006,39.165,103.4597,1570.9,HUGO 0.6 E,US
US1COLN0007,39.36,103.1928,1542.9,ARRIBA 6.8 NE,US
US1COLN0008,39.3607,103.2575,1573.1,ARRIBA 5.5 NNE,US
US1COLN0009,38.7907,103.2013,1491.1,BOYERO 10.3 SSE,US
US1COLN0010,39.0684,103.63,1652.0,HUGO 10 SW,US
