StationId,Latitude,Longitude,Elevation,Name,CountryCode,City,CityDistance
US1NCCB0002,35.3699,-80.5842,200.6,CONCORD 2.6 SSE,US,Concord,5.440291885690778
US1NCCB0006,35.404,-80.6068,208.2,CONCORD 0.7 WSW,US,Concord,2.976398421608171
US1NCCB0007,35.3104,-80.6656,204.2,HARRISBURG 0.8 S,US,Concord,9.578492824893456
US1NCCB0008,35.3647,-80.655,193.9,CONCORD 4.5 SW,US,Concord,3.5785913028446115
US1NCCB0010,35.3557,-80.6536,187.8,CONCORD 4.9 SW,US,Concord,4.446658551670295
US1NCCB0011,35.4018,-80.6346,209.1,CONCORD 2.3 W,US,Concord,0.967875452426498
US1NCCB0015,35.3955,-80.6059,227.1,CONCORD 1.0 SW,US,Concord,2.820603740013082
US1NCCB0023,35.4135,-80.564,206.0,CONCORD 1.8 ENE,US,Concord,6.978589537362243
US1NCCB0024,35.396,-80.6492,193.9,CONCORD 3.2 WSW,US,Concord,1.154637419699072
US1NCCB0026,35.4505,-80.564,193.2,CONCORD 3.4 NNE,US,Concord,9.17003709733216
US1NCCB0035,35.3813,-80.6253,191.1,CONCORD 2.5 SW,US,Concord,1.698898053938663
US1NCCB0038,35.4704,-80.6198,229.5,KANNAPOLIS 1.4 S,US,Concord,8.711995368025738
US1NCCB0039,35.4764,-80.631,231.3,KANNAPOLIS 1.2 SSW,US,Concord,9.255746345715451
US1NCCB0042,35.392,-80.7412,198.4,CONCORD 8.3 W,US,Concord,9.455517598323004
US1NCGS0002,35.2503,-81.1986,239.0,GASTONIA 1.5 W,US,Dallas,7.53974008456095
US1NCGS0006,35.2539,-81.1201,211.8,GASTONIA 3.9 ESE,US,Dallas,9.03710242787274
US1NCGS0007,35.2906,-81.1542,236.5,GASTONIA 2.5 NE,US,Dallas,3.922065319614912
US1NCGS0011,35.2511,-81.1848,235.0,GASTONIA 0.8 W,US,Dallas,7.318450145750182
US1NCGS0024,35.2421,-81.191,238.4,GASTONIA 1.3 WSW,US,Dallas,8.349021835169607
US1NCGS0026,35.2795,-81.1651,240.2,GASTONIA 1.9 N,US,Dallas,4.464705957151798
US1NCGS0030,35.37,-81.1371,244.8,DALLAS 4.4 NNE,US,Dallas,7.224596784503702
US1NCGS0036,35.3188,-81.1996,235.9,DALLAS 1.3 WNW,US,Dallas,1.5208693045920352
US1NCGS0049,35.2557,-81.1205,239.0,GASTONIA 2.9 E,US,Dallas,8.859519837506646
US1NCGS0053,35.2428,-81.1977,244.4,GASTONIA 1.6 WSW,US,Dallas,8.346892160202161
US1NCGS0058,35.3151,-81.2074,232.6,DALLAS 1.7 W,US,Dallas,2.2229000338568934
US1NCGS0066,35.2492,-81.1646,229.5,GASTONIA 0.5 ESE,US,Dallas,7.71094335833587
US1NCPS0001,36.3015,-76.2668,3.4,ELIZABETH CITY 2.6 W,US,Camden,9.058356240606823
US1NCPS0002,36.2887,-76.207,1.5,ELIZABETH CITY 0.9 ESE,US,Camden,5.223472245543321
US1NCPS0004,36.2842,-76.1941,1.8,ELIZABETH CITY 1.7 ESE,US,Camden,5.024538611811639
US1NCPS0011,36.27,-76.1868,2.4,ELIZABETH CITY 2.6 SE,US,Camden,6.298318923113476
US1NCPS0014,36.3032,-76.2655,3.4,ELIZABETH CITY 2.5 WNW,US,Camden,8.893429631391427
US1NCPS0017,36.3323,-76.2457,1.5,ELIZABETH CITY 2.9 NNW,US,Camden,6.829781370751013
US1NCPS0022,36.3399,-76.2511,2.4,ELIZABETH CITY 3.5 NNW,US,Camden,7.451293495477288
US1NCPS0023,36.2506,-76.1699,1.8,ELIZABETH CITY 4.2 SE,US,Camden,8.272907397592446
US1NCPS0029,36.2813,-76.195,2.1,ELIZABETH CITY 1.8 SE,US,Camden,5.35078421817679
US1NCPS0030,36.3032,-76.2334,1.8,ELIZABETH CITY 0.8 NW,US,Camden,6.17615705750814
US1NCPS0039,36.2986,-76.2392,2.1,ELIZABETH CITY 1.0 W,US,Camden,6.86022948593878
US1NEDG0035,41.3276,-96.1747,385.6,BENNINGTON 2.9 SSW,US,Washington,8.248194983798026
US1NEDG0043,41.3339,-96.1725,374.0,BENNINGTON 2.5 SSW,US,Washington,7.65853442564924
US1NEDG0054,41.3674,-96.1544,341.4,BENNINGTON 0.1 E,US,Washington,5.552426574911699
US1NEWS0015,41.4344,-96.1048,395.3,BLAIR 7.8 SSE,US,Washington,9.483811652942078
US1NEWS0019,41.4135,-96.1147,398.1,OMAHA 11.6 NNW,US,Washington,7.930888796377712
US1NHMR0004,43.1499,-71.5565,137.5,BOW 1.6 NW,US,Concord,8.965610521309019
US1NHMR0009,43.1848,-71.5186,70.7,CONCORD 3.8 SSE,US,Concord,6.067199329837543
US1NHMR0017,43.2101,-71.5512,113.1,CONCORD 1.6 SSE,US,Concord,2.3659799739749747
US1NHMR0020,43.1515,-71.5639,127.1,BOW 1.5 NW,US,Concord,8.791638559519129
US1NHMR0023,43.1574,-71.6211,107.6,BOW 4.1 WNW,US,Concord,9.53973412170032
US1NHMR0030,43.1854,-71.6184,160.6,HOPKINTON 2.9 E,US,Concord,6.923659864804234
US1NHMR0033,43.2862,-71.6043,110.3,BOSCAWEN 2.2 SE,US,Concord,7.177872510545439
US1NHMR0039,43.2624,-71.5744,106.1,PENACOOK 1.8 SE,US,Concord,3.746799491209088
US1NHMR0043,43.2845,-71.6067,119.8,BOSCAWEN 2.2 SSE,US,Concord,7.117892687468141
US1NHMR0044,43.1543,-71.5486,116.4,BOW 1.5 N,US,Concord,8.5190052141631
US1NHMR0055,43.3028,-71.5789,115.8,CANTERBURY 2.5 SSW,US,Concord,8.191413234812932
US1NHMR0071,43.2292,-71.5143,106.1,CONCORD 2.3 E,US,Concord,3.664863036021604
US1NJBT0071,40.0073,-75.0173,5.2,RIVERTON 0.3 SSW,US,Philadelphia,9.93102570658242
US1NJCN0001,39.9471,-75.0408,17.4,MERCHANTVILLE 0.5 ESE,US,Camden,5.799773113349758
US1NJCN0003,39.8894,-75.0813,9.8,AUDUBON 0.5 W,US,Camden,5.646465360046682
US1NJCN0019,39.8933,-75.0942,5.8,MOUNT EPHRAIM 0.9 N,US,Camden,4.888527103717486
US1NJCN0022,39.9231,-75.0649,5.2,COLLINGSWOOD 0.7 NE,US,Camden,3.8936388334305847
US1NJCN0024,39.8839,-75.0902,7.6,MOUNT EPHRAIM 0.2 NNE,US,Camden,5.98481362811049
US1NJCN0027,39.9616,-75.037,15.2,PENNSAUKEN TWP 1.1 ESE,US,Camden,6.629615934634727
US1NJCN0030,39.8977,-75.1224,7.3,GLOUCESTER CITY 0.5 NW,US,Camden,4.459855565006447
US1NJCN0031,39.8803,-75.0744,14.0,HADDON HEIGHTS 0.5 W,US,Camden,6.809753355101541
US1NJCN0034,39.8786,-75.0415,17.7,BARRINGTON 0.8 NE,US,Camden,8.507595822269232
US1NJCN0035,39.8753,-75.0876,10.4,MOUNT EPHRAIM 0.4 SSE,US,Camden,6.966350477443715
US1NJCN0036,39.8669,-75.0583,21.3,BARRINGTON 0.4 WSW,US,Camden,8.75667481354251
US1NJCN0037,39.9226,-75.0648,5.8,COLLINGSWOOD 0.7 NE,US,Camden,3.922508646983376
US1NJCN0039,39.9136,-75.0214,16.5,CHERRY HILL TWP 1.6 WNW,US,Camden,7.740510268513696
US1NJHN0043,40.7405,-74.9178,254.2,GLEN GARDNER 3.0 NNE,US,Washington,5.813788728126378
US1NJHN0045,40.714,-74.9634,159.1,HAMPTON 0.5 N,US,Washington,5.22443667483861
US1NJWR0012,40.7103,-74.9942,130.8,FRANKLIN TWP 2.9 E,US,Washington,5.471376194103722
US1NJWR0015,40.7052,-75.0081,121.9,FRANKLIN TWP 2.3 ESE,US,Washington,6.327927599112403
US1NJWR0017,40.8234,-74.9578,183.8,MANSFIELD TWP 2.6 WNW,US,Washington,7.488787245586578
US1NJWR0020,40.8014,-74.9978,152.1,OXFORD TWP 0.6 SSW,US,Washington,4.919686169884606
US1NJWR0021,40.7623,-74.9719,143.9,WASHINGTON 0.6 ENE,US,Washington,0.978411527919228
US1NJWR0023,40.7964,-75.0447,270.7,WHITE TWP 1.7 S,US,Washington,6.708469403648874
US1NJWR0032,40.7541,-74.9812,138.1,WASHINGTON 0.3 SSE,US,Washington,0.5230857102792966
US1NJWR0035,40.7385,-74.9579,127.1,WASHINGTON TWP 1.8 SE,US,Washington,3.056058153247008
US1NJWR0041,40.697,-75.0518,180.4,FRANKLIN TWP 1.2 S,US,Washington,9.009463313988318
US1NJWR0050,40.7374,-74.9443,116.4,WASHINGTON TWP 2.4 ESE,US,Washington,3.995603330005036
US1NJWR0051,40.8169,-75.0606,102.1,BELVIDERE 1.0 SE,US,Washington,9.22573079951255
US1NYKN0003,40.6194,-73.9859,7.9,BROOKLYN 2.4 SW,US,New York,9.789884463348894
US1NYKN0025,40.6846,-73.9867,5.5,BROOKLYN 3.1 NW,US,New York,5.321070409261112
US1NYKN0059,40.6597,-73.9828,51.8,BROOKLYN 2.4 WSW,US,New York,6.216330633161556
US1NYNS0014,40.6623,-73.678,7.0,LYNBROOK 0.3 NW,US,Long Beach,8.24637019971515
US1NYNS0035,40.6571,-73.6978,3.7,VALLEY STREAM 0.6 SE,US,Long Beach,8.065375920911102
US1NYNS0040,40.6435,-73.6095,4.6,BALDWIN 1.3 S,US,Long Beach,7.737810796720968
US1NYNS0041,40.6622,-73.6639,7.3,LYNBROOK 0.6 ENE,US,Long Beach,8.174748509908026
US1NYNS0074,40.6699,-73.6645,9.4,MALVERNE 0.5 SE,US,Long Beach,9.029915348610636
US1NYNS0077,40.6368,-73.6672,2.1,EAST ROCKAWAY 0.5 S,US,Long Beach,5.349435066645549
US1NYNY0078,40.7339,-73.9844,6.1,STUYVESANT SQUARE PARK -,US,New York,6.673659243502419
US1NYNY0082,40.7613,-73.9929,25.3,MATTHEWS PALMER PLAYGROUN,US,New York,9.39877121821266
US1NYOG0012,43.2,-76.26,115.8,CLAY 4.6 NW,US,Phoenix,4.5721548354723405
US1NYOG0045,43.1682,-76.2283,118.6,LIVERPOOL 4.4 NNW,US,Phoenix,8.938789915387753
US1NYOG0046,43.1951,-76.2883,118.9,BALDWINSVILLE 3.5 NE,US,Phoenix,4.107544105427583
US1NYOG0071,43.1888,-76.2519,132.9,LIVERPOOL 6.1 NNW,US,Phoenix,5.956611365215818
US1NYOG0072,43.1702,-76.2239,120.7,LIVERPOOL 4.5 N,US,Phoenix,8.992332828208461
US1NYOG0075,43.1897,-76.2861,121.0,BALDWINSVILLE 3.3 NE,US,Phoenix,4.729028807867758
US1NYQN0002,40.7145,-73.8819,32.3,MIDDLE VILLAGE 0.5 SW,US,New York,4.26421303747124
US1NYQN0026,40.7544,-73.8882,18.0,JACKSON HEIGHTS 0.3 WSW,US,New York,7.363751331203171
US1NYQN0033,40.6621,-73.8413,2.1,HOWARD BEACH 0.4 NNW,US,New York,7.906965405764861
US1NYQN0036,40.6719,-73.845,6.7,QUEENS 4.7 SW,US,New York,7.183006306108148
US1OHWS0009,39.2813,-81.5858,196.0,BELPRE 0.3 NE,US,Washington,8.29842787723832
US1OKMC0005,35.0131,-97.4898,354.8,PURCELL 6.7 W,US,Washington,5.02005399126694
US1OKMC0018,35.073,-97.3948,357.5,PURCELL 4.3 NNW,US,Washington,9.02502645798938
US1PAAL0011,40.3466,-79.9283,369.7,WEST MIFFLIN 1.3 SW,US,Boston,9.665459303916617
US1PAAL0104,40.3439,-79.9236,358.7,WEST MIFFLIN 1.2 SW,US,Boston,9.181367059758022
US1PAMT0008,40.0855,-75.18,129.8,WYNDMOOR 0.7 ENE,US,Philadelphia,9.499367244114516
US1PAMT0031,40.0291,-75.2366,15.8,BALA CYNWYD 1.15 NNW,US,Philadelphia,9.063598698568892
US1PAMT0081,40.0579,-75.0936,39.3,CHELTENHAM 0.2 S,US,Philadelphia,6.552183316379716
US1PAMT0088,40.0062,-75.236,100.6,BALA CYNWYD 0.8 SSW,US,Philadelphia,8.697617782974083
US1PAMT0089,40.0941,-75.1432,84.4,WYNCOTE 0.3 ENE,US,Philadelphia,9.639797698431952
US1PAMT0117,40.0932,-75.1277,93.3,JENKINTOWN 0.2 SSE,US,Philadelphia,9.521801589449876
US1PAMT0152,40.0799,-75.118,61.3,ELKINS PARK 0.8 NNE,US,Philadelphia,8.141568139981226
US1PAMT0159,40.0926,-75.1034,81.4,RYDAL 1.0 SSE,US,Philadelphia,9.790901649503006
US1PAPH0001,40.0732,-75.1596,104.9,WYNCOTE 1.5 SSW,US,Philadelphia,7.604775441938381
US1PAPH0002,40.0677,-75.0748,46.6,ROCKLEDGE 1.3 SE,US,Philadelphia,8.356208707859055
US1PAPH0004,40.0586,-75.077,45.4,PHILADELPHIA 4.7 NE,US,Philadelphia,7.449953992402443
US1PAPH0006,40.0455,-75.2222,58.5,WYNDMOOR 3.0 SSW,US,Philadelphia,8.613607830263943
US1PAPH0007,39.9738,-75.1237,4.3,PHILADELPHIA 2.4 SSE,US,Philadelphia,3.8683686012897818
US1PAPH0008,40.025,-75.18,73.5,PHILADELPHIA 2.7 WNW,US,Philadelphia,4.371837647163937
US1PAPH0012,40.0316,-75.1102,20.7,PHILADELPHIA 2.1 NE,US,Philadelphia,3.337021598338775
US1PAPH0030,40.0537,-75.1241,68.3,PHILADELPHIA 3.3 N,US,Philadelphia,5.182575800254231
US1PAPH0033,40.0227,-75.2106,80.8,PHILADELPHIA 4.2 WNW,US,Philadelphia,6.741461702773449
US1PAPH0034,39.956,-75.1516,9.4,PHILADELPHIA 3.6 SSW,US,Camden,4.376994274871335
US1PAWT0001,40.3243,-79.7556,310.9,NORTH IRWIN 2.5 WSW,US,Boston,5.933441361475218
US1SCKR0003,34.2947,-80.5509,87.5,CAMDEN 4.2 ENE,US,Camden,6.787683061090642
US1SCKR0008,34.2135,-80.7036,106.7,LUGOFF 1.6 WSW,US,Camden,9.951114254947637
US1SCKR0012,34.2261,-80.5793,52.7,CAMDEN 3.1 SE,US,Camden,4.38849556792718
US1SCKR0014,34.2544,-80.6967,80.8,LUGOFF 2.2 NNW,US,Camden,8.065370791047615
US1SCKR0017,34.2843,-80.6156,85.6,CAMDEN 2.7 NNW,US,Camden,3.09561121217647
US1SCKR0019,34.2268,-80.5756,59.4,CAMDEN 3.2 SE,US,Camden,4.550024838260965
US1SCKR0027,34.185,-80.5497,70.4,CAMDEN 6.4 SE,US,Camden,9.6862836928286
US1SCKR0029,34.2354,-80.6906,64.3,LUGOFF 0.9 NW,US,Camden,7.875580914251038
US1SCKR0035,34.2894,-80.5498,93.0,CAMDEN 4.0 ENE,US,Camden,6.524581230793376
US1SCKR0045,34.2427,-80.5524,70.7,CAMDEN 3.6 ESE,US,Camden,5.439844074375518
US1SCKR0048,34.2927,-80.6221,88.1,CAMDEN 2.2 NNW,US,Camden,4.148142150125608
US1SCKR0051,34.2917,-80.6082,75.6,CAMDEN 2.1 N,US,Camden,3.859164110251392
US1SCKR0054,34.27,-80.5925,71.6,CAMDEN 1.2 ENE,US,Camden,2.0949410067235066
US1SDGY0007,43.2294,-99.4342,662.9,GREGORY 0.5 WSW,US,Dallas,6.814240291333189
US1TNBN0001,36.1066,-88.0443,149.0,CAMDEN 4.5 NE,US,Camden,7.038387441205996
US1TNBN0006,36.0584,-88.0945,144.8,CAMDEN 0.7 SE,US,Camden,1.2697533120367532
US1TNLN0004,35.654,-84.3686,329.8,PHILADELPHIA 2.5 SE,US,Philadelphia,3.973001989049541
US1TXDA0001,32.7998,-96.7012,162.2,DALLAS 3.7 E,US,Dallas,6.162249850399633
US1TXDA0027,32.8041,-96.7863,150.9,DALLAS 1.4 WNW,US,Dallas,2.178388995084611
US1TXDA0048,32.8211,-96.7492,172.8,DALLAS 2.1 NNE,US,Dallas,3.4775865675799924
US1TXDA0053,32.8152,-96.8035,150.0,DALLAS 2.7 WNW,US,Dallas,4.201399325767438
US1TXDA0076,32.8075,-96.7591,164.6,DALLAS 1.0 NNE,US,Dallas,1.7111378121636471
US1TXDA0098,32.752,-96.8526,155.1,COCKRELL HILL 2.3 ENE,US,Dallas,9.26258343887132
US1TXDA0112,32.813,-96.6745,166.4,DALLAS 5.4 ENE,US,Dallas,8.885927208630658
US1TXWC0004,26.4828,-97.6874,6.7,RAYMONDVILLE 5.8 E,US,Los Angeles,9.921398511695688
US1TXWC0005,26.452,-97.7924,10.1,RAYMONDVILLE 2.0 SSW,US,Los Angeles,4.787960004104806
US1VAAC0006,37.673,-75.7975,0.0,ONANCOCK 3.9 SW,US,Boston,8.69403632161019
US1VAAC0015,37.5956,-75.8634,4.9,PAINTER 4.4 W,US,Boston,1.9656816565035669
US1VAAP0001,37.4083,-78.9638,219.5,CONCORD 4.6 NNE,US,Concord,7.568900190253583
US1VAAR0005,38.8554,-77.0698,41.5,ALEXANDRIA 2.4 NE,US,Washington,7.176183965481342
US1VAAR0006,38.8879,-77.1176,99.1,ARLINGTON 1.1 NW,US,Washington,8.963446901782643
US1VAAR0008,38.8791,-77.0967,82.0,ARLINGTON 0.3 E,US,Washington,7.518085758817556
US1VAAR0018,38.8719,-77.119,78.0,ARLINGTON 1.0 WSW,US,Washington,9.607937136744402
US1VACM0004,37.3567,-79.083,226.2,LYNCHBURG 6.7 ESE,US,Concord,8.699012651784695
US1VAFX0117,38.8404,-77.0819,23.2,ALEXANDRIA 1.4 N,US,Washington,9.130780969475328
US1VARP0002,38.68,-78.24,256.9,SPERRYVILLE 0.9 NE,US,Washington,7.827080108634363
US1VARP0004,38.7086,-78.2196,263.0,WASHINGTON 3.2 W,US,Washington,5.204101834432128
US1WIBR0011,45.2519,-91.7259,312.7,CHETEK 5.7 SW,US,Dallas,6.957920918282317
US1WIBR0012,45.3147,-91.8096,397.5,HILLSDALE 2.4 E,US,Dallas,6.192902629937136
US1WIBR0018,45.2495,-91.7243,311.8,CHETEK 5.8 SW,US,Dallas,7.117599370597099
US1WIBR0031,45.3274,-91.7688,362.1,CHETEK 5.7 W,US,Dallas,8.383920707603115
US1WIBR0032,45.3292,-91.7451,353.0,CAMERON 5.1 S,US,Dallas,9.48545567023371
US1WVWD0009,39.2667,-81.5617,187.5,PARKERSBURG 1.0 W,US,Washington,9.541334765508118
USC00010764,33.3936,-87.0067,132.6,BESSEMER 3 WSW,US,Concord,8.742848036563105
USC00011300,32.0333,-87.3167,34.1,CAMDEN 3 NNW,US,Camden,4.086058055690216
USC00011301,32.0289,-87.3167,71.6,CAMDEN 3 NW,US,Camden,3.6590081370540735
USC00031152,33.59,-92.8236,35.4,CAMDEN 1,US,Camden,3.3176731171884817
USC00031154,33.5833,-92.85,49.1,CAMDEN 2,US,Camden,1.8161551414660704
USC00072730,39.1467,-75.5056,9.1,DOVER,US,Camden,6.91876112338668
USC00086633,28.55,-81.35,34.1,ORLANDO WTP,US,Winter Park,5.466849840557144
USC00092198,33.1,-84.4333,253.0,CONCORD,US,Concord,1.0511045489815003
USC00099157,33.7264,-82.7058,189.0,WASHINGTON 2 ESE,US,Washington,3.5503558433487803
USC00110987,40.2258,-90.7642,169.2,BROOKLYN,US,Camden,8.142882157805031
USC00111430,39.7714,-90.3331,180.4,CHAPIN 4E,US,Concord,5.871551435066536
USC00111522,41.6667,-87.6167,179.8,CHICAGO CAL TREAT WKS,US,Phoenix,6.216034769211289
USC00111552,41.7,-87.6333,200.9,CHICAGO ROSELAND PUMP,US,Phoenix,9.809591569468012
USC00112620,40.7081,-89.4808,219.5,EAST PEORIA 6NE,US,Washington,3.959915872567196
USC00112781,40.7364,-89.0947,228.6,EL PASO 4 W,US,El Paso,6.452978236234271
USC00113395,40.7578,-89.4769,238.7,GERMANTOWN HILLS,US,Washington,6.894668806393811
USC00116708,40.7394,-89.4878,198.1,PEORIA PROVING GROUNDS,US,Washington,5.9318938385057045
USC00118990,40.6994,-89.4478,230.1,WASHINGTON 2 W,US,Washington,1.3194838324059397
USC00122931,40.5536,-86.5219,208.8,FLORA,US,Camden,6.428492825131988
USC00123527,39.7858,-85.7611,264.9,GREENFIELD,US,Philadelphia,7.228522496627595
USC00123532,39.7833,-85.7833,267.9,GREENFIELD HWY GARAGE,US,Philadelphia,5.319258827706893
USC00125604,41.7167,-86.85,183.2,MICHIGAN CITY,US,Long Beach,2.985115016014781
USC00125607,41.7,-86.8167,198.1,MICHIGAN CY PHILIPS AP,US,Long Beach,5.659346182986262
USC00127243,41.75,-84.8667,-999.9,RAY PO,US,Camden,9.183324006988572
USC00127357,39.7667,-84.8333,346.9,RICHMOND AIRPORT,US,Boston,3.242539904037617
USC00129253,38.6489,-87.1989,146.9,WASHINGTON 1 W,US,Washington,3.620468952949876
USC00138688,41.2825,-91.7078,209.4,WASHINGTON,US,Washington,2.1399961979482804
USC00140782,39.15,-94.7833,264.9,BETHEL 1 NW,US,Kansas City,4.471797799437225
USC00142380,39.1,-94.8333,292.6,EDWARDSVILLE 3 NNW,US,Kansas City,8.111184699165939
USC00144199,39.1469,-94.8114,295.0,KANSAS CITY W,US,Kansas City,6.345343457022802
USC00145572,39.1167,-94.7,228.9,MUNCIE SEWAGE PLT,US,Kansas City,3.895746805737301
USC00148578,39.8089,-97.055,397.8,WASHINGTON,US,Washington,0.9554285800650084
USC00150874,37.7667,-85.7,146.0,BOSTON 2 SW,US,Boston,2.557506001903295
USC00150875,37.7436,-85.7483,259.1,BOSTON 6 SW,US,Boston,7.450332532177425
USC00160548,30.4192,-91.1303,15.2,BATON ROUGE CONCORD,US,Baton Rouge,2.536404333915532
USC00160555,30.4292,-91.2069,6.1,BATON ROUGE,US,Baton Rouge,7.405177556201883
USC00160556,30.4,-91.15,16.8,BATON ROUGE SOUTHDOWNS,US,Baton Rouge,5.009482425644979
USC00160558,30.4494,-91.0478,16.8,BATON ROUGE SHERWOOD,US,Baton Rouge,8.027606514788323
USC00165620,30.3644,-91.1672,6.4,LSU BEN-HUR FARM,US,Baton Rouge,9.297380750572264
USC00167001,30.55,-92.0833,21.0,OPELOUSAS AP,US,Washington,7.581136872061828
USC00167448,30.4508,-91.2183,4.6,PORT ALLEN,US,Baton Rouge,8.41620388167109
USC00181135,38.95,-77.0167,78.9,BRIGHTWOOD DC,US,Washington,5.037249018316858
USC00181170,38.95,-77.1,78.9,BROOKDALE,US,Washington,8.820150289021509
USC00181180,38.9667,-76.9667,14.9,BROOKSIDE MANOR,US,Washington,8.119915756725472
USC00182325,38.9386,-77.1133,45.7,DALECARLIA RSVR,US,Washington,9.199262641449868
USC00186350,38.9133,-76.97,15.2,NATL ARBORETUM DC,US,Washington,4.118692587082309
USC00187615,38.9667,-76.9333,14.9,RIVERDALE,US,Washington,9.953163867597636
USC00188289,38.8333,-76.95,85.0,SILVER HILL OBSY,US,Washington,9.796889781493716
USC00188656,38.85,-76.9333,82.0,SUITLAND,US,Washington,9.413659414917609
USC00188715,38.9833,-77.0167,97.5,TAKOMA PARK # 1,US,Washington,8.739989695142082
USC00188720,38.9833,-77.0167,98.1,TAKOMA PARK BALT AVE,US,Washington,8.739989695142082
USC00188725,38.9833,-77.0,70.1,TAKOMA PARK MISS AVE,US,Washington,8.852875343515333
USC00189035,38.9333,-77.0167,70.1,US SOLDIERS HOME DC,US,Washington,3.18036317768764
USC00189674,38.9072,-77.0522,18.3,GEORGETOWN,US,Washington,3.1188203211964454
USC00190768,42.35,-71.0667,5.2,BOSTON,US,Boston,3.787921208749084
USC00191097,42.3833,-71.1167,18.0,CAMBRIDGE,US,Boston,7.624911098620283
USC00191099,42.3833,-71.1,2.4,"CAMBRIDGE ""B""",US,Boston,7.274462172621079
USC00191103,42.375,-71.1056,4.0,"CAMBRIDGE ""C""",US,Boston,6.4701334589007775
USC00191110,42.3667,-71.1,5.8,CAMBRIDGE MIT,US,Boston,5.463365577024901
USC00191447,42.3333,-71.15,36.9,CHESTNUT HILL,US,Boston,5.56580470649789
USC00191950,42.2833,-71.0667,15.2,DORCHESTER,US,Boston,4.230485504563979
USC00193890,42.3031,-71.1242,29.0,JAMAICA PLAIN,US,Boston,3.651310128722207
USC00194795,42.25,-71.1,30.5,MILTON,US,Boston,7.746485415624478
USC00196993,42.35,-71.0667,32.6,ROXBURY,US,Boston,3.787921208749084
USC00198470,42.3167,-71.0,-999.9,THOMPSON'S ISLAND,US,Boston,7.0090377295805215
USC00201221,41.7333,-84.7667,368.8,CAMDEN,US,Camden,2.56536723076979
USC00201744,42.1667,-84.6333,-999.9,CONCORD,US,Concord,1.4640267128438853
USC00213173,45.6658,-95.3869,429.8,GLENWOOD 1N,US,Long Beach,3.716112624773528
USC00213174,45.6583,-95.4392,365.2,GLENWOOD 2WNW,US,Long Beach,1.1055593811198
USC00223671,30.3772,-89.1228,10.7,GULFPORT NAVAL CTR,US,Long Beach,4.449063104150433
USC00225165,30.3514,-89.1611,7.9,LONG BEACH,US,Long Beach,1.1134692293698722
USC00226894,32.7692,-89.1303,125.9,PHILA 1 WSW,US,Philadelphia,1.0846368010140794
USC00226899,32.7333,-89.1833,131.1,PHILADELPHIA 5 SW,US,Philadelphia,7.443322602874669
USC00233779,39.2333,-93.9333,210.0,HENRIETTA,US,Camden,8.643624377767711
USC00234272,38.5167,-90.2667,149.4,JEFFERSON BARRACKS,US,Concord,7.910904971233749
USC00234357,39.0667,-94.5667,320.0,KANSAS CITY KCMO,US,Kansas City,6.441666880896315
USC00234364,39.1,-94.5333,-999.9,KANSAS CY ST JOHN ELMW,US,Kansas City,3.1975233907755016
USC00234375,39.0583,-94.5119,228.9,KANSAS CITY STADIUM DRIVE,US,Kansas City,8.143105425563062
USC00235916,39.1331,-94.0639,207.3,NAPOLEON,US,Camden,8.127112537275028
USC00236524,39.1667,-94.6833,-999.9,PARKVILLE,US,Kansas City,7.123714034908207
USC00236665,39.8333,-91.7333,-999.9,PHILADELPHIA,US,Philadelphia,0.778329063666888
USC00236667,39.8333,-91.75,-999.9,PHILADELPHIA,US,Philadelphia,1.1075779802492836
USC00237116,39.2422,-93.97,213.4,RICHMOND 3S,US,Camden,6.642978651264635
USC00238746,38.5417,-90.975,148.4,WASHINGTON,US,Washington,3.678526389650672
USC00238791,38.5667,-90.3667,189.0,WEBSTER GROVES,US,Concord,6.168979215784725
USC00250777,41.3686,-96.095,370.3,BENNINGTON 3 E,US,Washington,9.916499486010972
USC00250781,41.3536,-96.2094,379.5,BENNINGTON 3WSW,US,Washington,4.895421974182761
USC00251849,42.3833,-96.9667,451.1,NE NEBRASKA EXP STN,US,Concord,1.832801687027749
USC00253652,42.3844,-96.9883,440.7,CONCORD,US,Concord,0.0799784513035646
USC00254655,42.4264,-97.0911,454.2,LAUREL,US,Concord,9.62328708018463
USC00256018,42.3803,-96.9578,445.0,NE NEBRASKA EXP STN,US,Concord,2.593716800831104
USC00270834,43.1667,-71.5167,66.1,BOW GARVINS FALLS,US,Concord,7.897122384994188
USC00271678,43.2167,-71.5167,66.1,CONCORD RIVER,US,Concord,3.7922491246313648
USC00271682,43.205,-71.535,82.3,CONCORD,US,Concord,3.4614221464389323
USC00280346,39.8833,-75.0833,11.9,AUDUBON,US,Camden,6.217719984930579
USC00281106,39.8833,-75.1167,9.1,BROOKLAWN,US,Camden,5.925582616668388
USC00281280,39.9167,-75.1167,4.3,CAMDEN,US,Camden,2.301287819031125
USC00281608,39.9,-75.0167,12.2,CHERRY HILL,US,Camden,8.707089296606473
USC00286863,39.95,-75.0667,18.0,PENNSAUKEN,US,Camden,3.790622753520769
USC00286864,39.9661,-75.0219,14.0,PENNSAUKEN 1N,US,Camden,8.007525144251161
USC00300379,43.15,-76.3333,115.5,BALDWINSVILLE,US,Phoenix,9.56156588802015
USC00300870,43.2386,-76.1964,114.9,BREWERTON LOCK 23,US,Phoenix,8.114211922615304
USC00300958,40.6892,-73.955,15.2,BROOKLYN,US,New York,2.600355205583938
